OTU,species,subgenus,genus,tribe,subfamily,suprasubfamily,family,subsuperfamily,superfamily,subsection,section,parvorder,infraorder,suborder,order,superorder,subclass,infraclass,superinfraclass,class,superclass,subphylum,phylum,superphylum,infrakingdom,subkingdom,kingdom,Provider
Geomys_pinetis,Geomys_pinetis,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_texensis,Geomys_texensis,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_tropicalis,Geomys_tropicalis,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geoxus_valdivianus,Geoxus_valdivianus,-,Geoxus,Abrotrichini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glaucomys_sabrinus,Glaucomys_sabrinus,-,Glaucomys,Pteromyini,Sciurinae,-,Sciuridae,-,-,-,-,-,-,Sciuromorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glaucomys_volans,Glaucomys_volans,-,Glaucomys,Pteromyini,Sciurinae,-,Sciuridae,-,-,-,-,-,-,Sciuromorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glironia_venusta,Glironia_venusta,-,Glironia,-,Glironiinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glossophaga_commissarisi,Glossophaga_commissarisi,-,Glossophaga,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glossophaga_leachii,Glossophaga_leachii,-,Glossophaga,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glossophaga_longirostris,Glossophaga_longirostris,-,Glossophaga,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glossophaga_morenoi,Glossophaga_morenoi,-,Glossophaga,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glossophaga_soricina,Glossophaga_soricina,-,Glossophaga,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
GLOSSOTHERIUM_EMMERSONI,GLOSSOTHERIUM_EMMERSONI,-,GLOSSOTHERIUM,-,-,-,Mylodontidae,-,Mylodontoidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
GLOSSOTHERIUM_GIGANTEUM,GLOSSOTHERIUM_GIGANTEUM,-,GLOSSOTHERIUM,-,-,-,Mylodontidae,-,Mylodontoidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
GLOSSOTHERIUM_ROBUSTUM,GLOSSOTHERIUM_ROBUSTUM,-,GLOSSOTHERIUM,-,-,-,Mylodontidae,-,Mylodontoidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
GLOSSOTHERIUM_TROPICORUM,GLOSSOTHERIUM_TROPICORUM,-,GLOSSOTHERIUM,-,-,-,Mylodontidae,-,Mylodontoidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Glyphonycteris_behnii,Glyphonycteris_behnii,-,Glyphonycteris,-,Phyllostominae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glyphonycteris_daviesi,Glyphonycteris_daviesi,-,Glyphonycteris,-,Phyllostominae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Glyphonycteris_sylvestris,Glyphonycteris_sylvestris,-,Glyphonycteris,-,Phyllostominae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
GLYPTODON_CLAVIPES,GLYPTODON_CLAVIPES,-,GLYPTODON,-,Glyptodontinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
GLYPTODON_ELONGATUS,GLYPTODON_ELONGATUS,-,GLYPTODON,-,Glyptodontinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
GLYPTODON_EUPHRACTUS,GLYPTODON_EUPHRACTUS,-,GLYPTODON,-,Glyptodontinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
GLYPTODON_RETICULATUS,GLYPTODON_RETICULATUS,-,GLYPTODON,-,Glyptodontinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
GLYPTOTHERIUM_CYLINDRICUM,GLYPTOTHERIUM_CYLINDRICUM,-,GLYPTOTHERIUM,-,Glyptodontinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
GLYPTOTHERIUM_TEXANUM,GLYPTOTHERIUM_TEXANUM,-,GLYPTOTHERIUM,-,Glyptodontinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
GOMPHOTHERIUM_GRATUM,GOMPHOTHERIUM_GRATUM,-,GOMPHOTHERIUM,-,-,-,Gomphotheriidae,-,-,-,-,-,Elephantida,-,Proboscidea,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Gracilinanus_aceramarcae,Gracilinanus_aceramarcae,-,Gracilinanus,Thylamyini,Didelphinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Gracilinanus_agilis,Gracilinanus_agilis,-,Gracilinanus,Thylamyini,Didelphinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Gracilinanus_dryas,Gracilinanus_dryas,-,Gracilinanus,Thylamyini,Didelphinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Gracilinanus_emiliae,Gracilinanus_emiliae,-,Gracilinanus,Thylamyini,Didelphinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Gracilinanus_marica,Gracilinanus_marica,-,Gracilinanus,Thylamyini,Didelphinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Gracilinanus_microtarsus,Gracilinanus_microtarsus,-,Gracilinanus,Thylamyini,Didelphinae,-,Didelphidae,-,-,-,-,-,-,-,Didelphimorphia,-,-,Marsupialia,Marsupialiformes,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Graomys_centralis,Graomys_centralis,-,Graomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Graomys_domorum,Graomys_domorum,-,Graomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Graomys_edithae,Graomys_edithae,-,Graomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Graomys_griseoflavus,Graomys_griseoflavus,-,Graomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
GUILDAYOMYS_MATTHEWSI,GUILDAYOMYS_MATTHEWSI,-,GUILDAYOMYS,-,Arvicolinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Gulo_gulo,Gulo_gulo,-,Gulo,-,Guloninae,-,Mustelidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Habromys_chinanteco,Habromys_chinanteco,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Habromys_delicatulus,Habromys_delicatulus,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Habromys_ixtlani,Habromys_ixtlani,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Habromys_lepturus,Habromys_lepturus,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Habromys_lophurus,Habromys_lophurus,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Habromys_schmidlyi,Habromys_schmidlyi,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,Deuterostomia,Bilateria,-,wikipedia_UK
Habromys_simulatus,Habromys_simulatus,-,Habromys,Reithrodontomyini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Handleyomys_alfaroi,Handleyomys_alfaroi,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,wikipedia_CA
Handleyomys_chapmani,Handleyomys_chapmani,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,NCBI
Handleyomys_fuscatus,Handleyomys_fuscatus,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Handleyomys_intectus,Handleyomys_intectus,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Handleyomys_melanotis,Handleyomys_melanotis,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,wikipedia_ES
Handleyomys_rhabdops,Handleyomys_rhabdops,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,wikipedia_ES
Handleyomys_rostratus,Handleyomys_rostratus,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,wikipedia_ES
Handleyomys_saturatior,Handleyomys_saturatior,-,Handleyomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,wikipedia_ES
HARINGTONHIPPUS_FRANCISCI,HARINGTONHIPPUS_FRANCISCI,-,HARINGTONHIPPUS,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HEMIAUCHENIA_GRACILIS,HEMIAUCHENIA_GRACILIS,-,HEMIAUCHENIA,Lamini,-,-,Camelidae,-,-,-,-,-,-,Tylopoda,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HEMIAUCHENIA_MACROCEPHALA,HEMIAUCHENIA_MACROCEPHALA,-,HEMIAUCHENIA,Lamini,-,-,Camelidae,-,-,-,-,-,-,Tylopoda,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HEMIAUCHENIA_PARADOXA,HEMIAUCHENIA_PARADOXA,-,HEMIAUCHENIA,Lamini,-,-,Camelidae,-,-,-,-,-,-,Tylopoda,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Herpailurus_yagouaroundi,Herpailurus_yagouaroundi,-,Herpailurus,-,Felinae,-,Felidae,-,Feloidea,-,-,Aeluroidea,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
Heteromys_anomalus,Heteromys_anomalus,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_australis,Heteromys_australis,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_catopterius,Heteromys_catopterius,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_desmarestianus,Heteromys_desmarestianus,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_gaumeri,Heteromys_gaumeri,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_nelsoni,Heteromys_nelsoni,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_oasicus,Heteromys_oasicus,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_oresterus,Heteromys_oresterus,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Heteromys_teleus,Heteromys_teleus,-,Heteromys,-,Heteromyinae,-,Heteromyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
HIPPIDION_CHAPALMALENSIS,HIPPIDION_CHAPALMALENSIS,-,HIPPIDION,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HIPPIDION_DEVILLEI,HIPPIDION_DEVILLEI,-,HIPPIDION,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,-,-,-,Mammalia,-,-,-,-,-,-,-,-
HIPPIDION_PRINCIPALE,HIPPIDION_PRINCIPALE,-,HIPPIDION,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HIPPIDION_SALDIASI,HIPPIDION_SALDIASI,-,HIPPIDION,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Hippocamelus_antisensis,Hippocamelus_antisensis,-,Hippocamelus,Rangiferini,Capreolinae,-,Cervidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Hippocamelus_bisulcus,Hippocamelus_bisulcus,-,Hippocamelus,Rangiferini,Capreolinae,-,Cervidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_alienus,Histiotus_alienus,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_humboldti,Histiotus_humboldti,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_laephotis,Histiotus_laephotis,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_macrotus,Histiotus_macrotus,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_magellanicus,Histiotus_magellanicus,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_montanus,Histiotus_montanus,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Histiotus_velatus,Histiotus_velatus,-,Histiotus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Hodomys_alleni,Hodomys_alleni,-,Hodomys,Neotomini,Neotominae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
HOLMESINA_OCCIDENTALIS,HOLMESINA_OCCIDENTALIS,-,HOLMESINA,-,-,-,Pampatheriidae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
HOLMESINA_PAULACOUTOI,HOLMESINA_PAULACOUTOI,-,HOLMESINA,-,-,-,Pampatheriidae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
HOLMESINA_SEPTENTRIONALIS,HOLMESINA_SEPTENTRIONALIS,-,HOLMESINA,-,-,-,Pampatheriidae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Holochilus_brasiliensis,Holochilus_brasiliensis,-,Holochilus,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Holochilus_chacarius,Holochilus_chacarius,-,Holochilus,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Holochilus_sciureus,Holochilus_sciureus,-,Holochilus,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
HOMOTHERIUM_SERUM,HOMOTHERIUM_SERUM,-,Homotherium,Homotherini,Machairodontinae,-,Felidae,-,Feloidea,-,-,Aeluroidea,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HOMOTHERIUM_ULTIMUM,HOMOTHERIUM_ULTIMUM,-,Homotherium,Homotherini,Machairodontinae,-,Felidae,-,Feloidea,-,-,Aeluroidea,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
HOMOTHERIUM_VENEZUELENSIS,HOMOTHERIUM_VENEZUELENSIS,-,Homotherium,Homotherini,Machairodontinae,-,Felidae,-,Feloidea,-,-,Aeluroidea,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Hoplomys_gymnurus,Hoplomys_gymnurus,-,Hoplomys,Myocastorini,Echimyinae,-,Echimyidae,-,Octodontoidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Hsunycteris_cadenai,Hsunycteris_cadenai,-,Hsunycteris,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Hsunycteris_pattoni,Hsunycteris_pattoni,-,Hsunycteris,-,Glossophaginae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Hyaena_brunnea,Hyaena_brunnea,-,Hyaena,-,Hyaeninae,-,Hyaenidae,-,-,-,-,-,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Hyaena_hyaena,Hyaena_hyaena,-,Hyaena,-,Hyaeninae,-,Hyaenidae,-,-,-,-,-,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
